zone_id,industry_group,jobs
133151,Professional Services,442
133151,Hospitality,2619
133151,Retail,1888
133151,Education,284
133151,Transportation,1416
170411,Professional Services,503
170411,Government,935
170411,Manufacturing,73
170411,Retail,259
170411,Hospitality,387
181012,Education,309
181012,Retail,24
181012,Transportation,16
181012,Professional Services,395
181012,Government,2221
181012,Hospitality,1609
171081,Professional Services,3
171081,Transportation,143
171081,Manufacturing,16
171081,Retail,208
171081,Hospitality,105
75015,Manufacturing,234
75015,Healthcare,422
75015,Hospitality,359
75015,Professional Services,448
75015,Government,569
75015,Retail,266
165045,Retail,1653
165045,Healthcare,610
165045,Professional Services,54
165045,Hospitality,1341
165045,Transportation,194
165045,Government,173
83492,Professional Services,208
83492,Manufacturing,414
83492,Government,645
83492,Education,336
83492,Healthcare,251
83492,Transportation,93
186153,Education,432
186153,Retail,676
186153,Transportation,40
186153,Hospitality,1274
186153,Government,1827
186153,Professional Services,468
9012,Manufacturing,567
9012,Healthcare,132
9012,Transportation,67
9012,Education,114
9012,Hospitality,255
117003,Professional Services,2188
117003,Government,42
117003,Retail,64
117003,Healthcare,2024
117003,Transportation,989
117003,Education,1121
194041,Transportation,6183
194041,Healthcare,1724
194041,Manufacturing,1959
194041,Education,4447
118012,Healthcare,71
118012,Government,214
118012,Hospitality,531
118012,Manufacturing,34
118012,Professional Services,455
92012,Education,232
92012,Healthcare,414
92012,Hospitality,363
92012,Transportation,202
214011,Government,1617
214011,Hospitality,450
214011,Education,1786
214011,Manufacturing,1312
214011,Transportation,993
214011,Healthcare,530
44001,Manufacturing,682
44001,Professional Services,1469
44001,Transportation,3360
44001,Education,758
44001,Healthcare,531
44001,Government,692
170631,Transportation,182
170631,Professional Services,35
170631,Hospitality,157
170631,Manufacturing,385
170631,Retail,143
170631,Education,227
202093,Healthcare,68
202093,Hospitality,17
202093,Manufacturing,864
202093,Retail,289
165032,Professional Services,367
165032,Retail,86
165032,Government,39
165032,Education,165
165032,Manufacturing,596
165032,Hospitality,150
170661,Education,75
170661,Retail,109
170661,Transportation,102
170661,Healthcare,178
170661,Hospitality,76
132042,Retail,383
132042,Professional Services,14
132042,Healthcare,49
132042,Government,345
10004,Healthcare,55
10004,Transportation,208
10004,Education,23
10004,Professional Services,52
10004,Retail,85
10004,Manufacturing,310
133095,Healthcare,241
133095,Government,349
133095,Manufacturing,231
133095,Retail,84
192091,Hospitality,231
192091,Government,963
192091,Professional Services,220
192091,Education,7
192091,Manufacturing,331
200355,Transportation,237
200355,Retail,1034
200355,Education,339
200355,Hospitality,600
200355,Professional Services,22
185252,Manufacturing,3747
185252,Healthcare,370
185252,Professional Services,2187
185252,Education,995
32142,Education,90
32142,Professional Services,65
32142,Manufacturing,420
32142,Healthcare,96
32142,Transportation,34
32142,Retail,31
167031,Professional Services,60
167031,Manufacturing,376
167031,Retail,2290
167031,Transportation,1659
73021,Hospitality,818
73021,Government,109
73021,Healthcare,15
73021,Manufacturing,549
185042,Healthcare,11
185042,Education,175
185042,Transportation,157
185042,Manufacturing,105
185042,Retail,828
185042,Government,453
171092,Professional Services,636
171092,Retail,2109
171092,Hospitality,147
171092,Manufacturing,101
171092,Healthcare,228
171092,Transportation,98
213051,Professional Services,45
213051,Retail,311
213051,Government,108
213051,Healthcare,195
36031,Professional Services,312
36031,Retail,556
36031,Manufacturing,297
36031,Healthcare,1067
36031,Transportation,319
170203,Manufacturing,236
170203,Healthcare,66
170203,Retail,84
170203,Transportation,816
170203,Education,899
133071,Healthcare,776
133071,Transportation,513
133071,Manufacturing,182
133071,Education,915
133071,Professional Services,431
164012,Government,173
164012,Healthcare,1447
164012,Hospitality,65
164012,Transportation,660
83811,Retail,20
83811,Government,919
83811,Professional Services,862
83811,Healthcare,5762
83811,Manufacturing,8915
198032,Professional Services,119
198032,Manufacturing,95
198032,Transportation,192
198032,Government,271
198032,Education,304
198032,Hospitality,37
133164,Hospitality,7
133164,Professional Services,217
133164,Transportation,147
133164,Government,342
133164,Healthcare,71
133164,Manufacturing,336
33012,Manufacturing,210
33012,Professional Services,85
33012,Education,260
33012,Transportation,385
33012,Hospitality,92
166191,Retail,77
166191,Transportation,390
166191,Government,329
166191,Manufacturing,220
166191,Hospitality,80
122001,Education,104
122001,Professional Services,280
122001,Retail,17
122001,Transportation,24
122001,Healthcare,594
83662,Hospitality,94
83662,Government,900
83662,Transportation,894
83662,Manufacturing,2595
83662,Retail,789
188012,Retail,858
188012,Education,23
188012,Professional Services,4737
188012,Transportation,837
188012,Hospitality,37
201083,Professional Services,199
201083,Transportation,753
201083,Government,63
201083,Retail,68
171093,Manufacturing,416
171093,Government,133
171093,Professional Services,76
171093,Transportation,230
207063,Retail,1032
207063,Transportation,370
207063,Professional Services,666
207063,Education,696
81012,Education,133
81012,Government,381
81012,Retail,42
81012,Transportation,230
81012,Manufacturing,315
83701,Hospitality,1096
83701,Manufacturing,1166
83701,Government,617
83701,Transportation,268
83701,Education,49
136072,Healthcare,4
136072,Government,459
136072,Manufacturing,301
136072,Professional Services,546
136072,Education,860
10001,Government,26
10001,Hospitality,225
10001,Healthcare,92
10001,Professional Services,119
104011,Education,187
104011,Healthcare,711
104011,Professional Services,207
104011,Government,3301
104011,Manufacturing,2257
104011,Hospitality,615
30042,Healthcare,4143
30042,Hospitality,1181
30042,Retail,1316
30042,Transportation,2462
83474,Manufacturing,493
83474,Government,137
83474,Hospitality,59
83474,Education,77
83474,Transportation,203
83474,Healthcare,74
101073,Government,11
101073,Transportation,940
101073,Professional Services,277
101073,Education,46
185182,Transportation,562
185182,Hospitality,275
185182,Professional Services,4
185182,Healthcare,210
185182,Government,4
185182,Retail,1283
30031,Hospitality,114
30031,Manufacturing,594
30031,Government,130
30031,Healthcare,1
30031,Education,1414
30031,Transportation,190
27101,Government,823
27101,Hospitality,1158
27101,Transportation,305
27101,Professional Services,984
196011,Transportation,2840
196011,Professional Services,4373
196011,Retail,1842
196011,Healthcare,1632
196011,Government,351
72002,Retail,502
72002,Hospitality,56
72002,Education,351
72002,Transportation,30
72002,Government,428
72002,Professional Services,174
189033,Healthcare,72
189033,Professional Services,57
189033,Transportation,485
189033,Retail,49
189033,Education,217
133211,Hospitality,177
133211,Professional Services,204
133211,Transportation,129
133211,Healthcare,10
133211,Education,2
167042,Healthcare,52
167042,Professional Services,486
167042,Transportation,237
167042,Education,162
96032,Hospitality,446
96032,Government,877
96032,Healthcare,52
96032,Professional Services,235
96032,Transportation,145
134121,Hospitality,1594
134121,Government,769
134121,Healthcare,1050
134121,Transportation,2887
134121,Professional Services,1104
134121,Retail,1687
81015,Transportation,58
81015,Hospitality,233
81015,Manufacturing,488
81015,Education,233
81015,Healthcare,123
203051,Government,258
203051,Transportation,242
203051,Education,269
203051,Healthcare,853
203051,Professional Services,212
203051,Hospitality,377
185153,Healthcare,62
185153,Government,480
185153,Transportation,184
185153,Professional Services,210
185153,Education,465
185153,Manufacturing,380
111002,Retail,170
111002,Government,250
111002,Hospitality,4687
111002,Transportation,163
102011,Hospitality,7154
102011,Transportation,2685
102011,Professional Services,1360
102011,Government,2136
102011,Healthcare,1999
102011,Retail,2241
91034,Hospitality,128
91034,Government,16
91034,Healthcare,192
91034,Education,263
91034,Professional Services,379
91034,Transportation,143
72001,Healthcare,460
72001,Professional Services,89
72001,Government,111
72001,Hospitality,503
83764,Hospitality,1253
83764,Professional Services,1544
83764,Manufacturing,314
83764,Government,1515
87012,Education,846
87012,Professional Services,1278
87012,Retail,248
87012,Government,968
58012,Government,155
58012,Hospitality,4838
58012,Retail,2364
58012,Transportation,1358
58012,Education,535
58012,Manufacturing,278
134251,Retail,336
134251,Government,542
134251,Manufacturing,2037
134251,Transportation,143
133173,Hospitality,123
133173,Retail,524
133173,Transportation,194
133173,Professional Services,399
133173,Healthcare,70
77023,Hospitality,897
77023,Manufacturing,159
77023,Government,831
77023,Retail,1190
148043,Manufacturing,418
148043,Healthcare,890
148043,Education,154
148043,Government,3442
171091,Healthcare,853
171091,Hospitality,83
171091,Professional Services,193
171091,Transportation,2655
31151,Government,370
31151,Healthcare,69
31151,Manufacturing,224
31151,Education,270
31151,Retail,1921
100123,Healthcare,3999
100123,Retail,499
100123,Professional Services,25
100123,Government,172
100123,Manufacturing,29
128002,Professional Services,2914
128002,Hospitality,200
128002,Manufacturing,1119
128002,Government,946
120022,Professional Services,573
120022,Manufacturing,2265
120022,Transportation,1729
120022,Government,895
120022,Hospitality,811
86004,Manufacturing,303
86004,Transportation,1068
86004,Education,84
86004,Retail,1787
85053,Professional Services,44
85053,Government,43
85053,Transportation,367
85053,Healthcare,140
85053,Retail,961
200382,Healthcare,315
200382,Transportation,240
200382,Education,205
200382,Hospitality,11
200382,Professional Services,218
200382,Government,1075
3012,Transportation,308
3012,Hospitality,4282
3012,Education,337
3012,Government,429
83622,Government,28
83622,Professional Services,154
83622,Retail,360
83622,Education,325
83273,Manufacturing,861
83273,Education,760
83273,Healthcare,92
83273,Hospitality,410
83273,Professional Services,397
210022,Retail,141
210022,Government,152
210022,Manufacturing,436
210022,Professional Services,242
210022,Education,270
210022,Healthcare,29
200352,Healthcare,821
200352,Retail,92
200352,Government,365
200352,Professional Services,577
204012,Manufacturing,437
204012,Transportation,1638
204012,Government,1680
204012,Hospitality,851
204012,Healthcare,1107
209041,Government,178
209041,Education,1084
209041,Hospitality,131
209041,Professional Services,269
209041,Manufacturing,339
209041,Transportation,147
93062,Healthcare,543
93062,Hospitality,1043
93062,Manufacturing,119
93062,Transportation,180
29042,Government,102
29042,Education,12
29042,Professional Services,165
29042,Healthcare,116
29042,Hospitality,137
170502,Manufacturing,2625
170502,Professional Services,497
170502,Transportation,66
170502,Hospitality,351
95022,Retail,439
95022,Professional Services,140
95022,Healthcare,966
95022,Hospitality,1000
95022,Transportation,688
189063,Government,1718
189063,Transportation,8598
189063,Education,1414
189063,Healthcare,939
83642,Retail,345
83642,Professional Services,388
83642,Transportation,38
83642,Manufacturing,251
83642,Education,33
83642,Government,316
167051,Professional Services,523
167051,Education,603
167051,Transportation,277
167051,Retail,799
187001,Hospitality,471
187001,Transportation,1708
187001,Government,65
187001,Manufacturing,19
83502,Hospitality,850
83502,Healthcare,1394
83502,Retail,1092
83502,Government,1353
83502,Transportation,2789
170492,Education,76
170492,Retail,326
170492,Hospitality,52
170492,Government,27
170492,Healthcare,1054
170492,Transportation,124
185122,Hospitality,1208
185122,Transportation,51
185122,Education,797
185122,Healthcare,268
80032,Transportation,550
80032,Government,28
80032,Hospitality,1117
80032,Manufacturing,38
80032,Education,1092
80032,Healthcare,300
179013,Hospitality,294
179013,Professional Services,801
179013,Manufacturing,63
179013,Retail,546
179013,Education,435
203041,Retail,362
203041,Education,43
203041,Manufacturing,118
203041,Hospitality,573
203041,Government,114
13021,Manufacturing,775
13021,Healthcare,950
13021,Retail,212
13021,Transportation,217
27074,Healthcare,131
27074,Retail,1567
27074,Professional Services,1010
27074,Education,2044
85101,Transportation,50
85101,Manufacturing,262
85101,Government,276
85101,Retail,65
85101,Professional Services,66
166142,Manufacturing,236
166142,Professional Services,144
166142,Hospitality,614
166142,Education,878
166142,Retail,125
